Jahr;Todesursache;Geschlecht;Anzahl
2013;Ploetzlicher Kindstod;maennlich;84
2013;Ploetzlicher Kindstod;weiblich;68
2013;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;11774
2013;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;7787
2013;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;20423
2013;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;13710
2013;Unfaelle einschliesslich Spaetfolgen;maennlich;11844
2013;Unfaelle einschliesslich Spaetfolgen;weiblich;10172
2013;Transportmittelunfaelle;maennlich;2789
2013;Transportmittelunfaelle;weiblich;982
2013;Stuerze;maennlich;4972
2013;Stuerze;weiblich;5870
2013;Ertrinken und Untergehen;maennlich;335
2013;Ertrinken und Untergehen;weiblich;130
2013;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;241
2013;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;174
2013;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;478
2013;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;172
2013;Vorsaetzliche Selbstbeschaedigung;maennlich;7449
2013;Vorsaetzliche Selbstbeschaedigung;weiblich;2627
2013;Taetlicher Angriff;maennlich;180
2013;Taetlicher Angriff;weiblich;214
2013;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;922
2013;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;684
2013;Insgesamt;maennlich;429645
2013;Insgesamt;weiblich;464180
2014;Bestimmte infektioese und parasitaere Krankheiten;maennlich;8350
2014;Bestimmte infektioese und parasitaere Krankheiten;weiblich;9637
2014;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;169
2014;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;141
2014;Meningokokkeninfektion;maennlich;11
2014;Meningokokkeninfektion;weiblich;19
2014;Virushepatitis;maennlich;448
2014;Virushepatitis;weiblich;406
2014;HIV-Krankheit;maennlich;305
2014;HIV-Krankheit;weiblich;83
2014;Neubildungen;maennlich;125120
2014;Neubildungen;weiblich;105651
2014;Boesartige Neubildungen (BN);maennlich;121766
2014;Boesartige Neubildungen (BN);weiblich;101992
2014;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;4095
2014;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1353
2014;BN des Oesophagus;maennlich;4107
2014;BN des Oesophagus;weiblich;1236
2014;BN des Magens;maennlich;5545
2014;BN des Magens;weiblich;4065
2014;BN des Dickdarms;maennlich;8578
2014;BN des Dickdarms;weiblich;8321
2014;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4695
2014;BN des Rektums, des Anus und am Rektosigmoid;weiblich;3397
2014;BN der Leber, der Gallenwege und des Pankreas;maennlich;15021
2014;BN der Leber, der Gallenwege und des Pankreas;weiblich;13023
2014;BN der Leber und der intrahepatischen Gallengaenge;maennlich;5246
2014;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2440
2014;BN des Pankreas;maennlich;8231
2014;BN des Pankreas;weiblich;8384
2014;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30861
2014;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;15748
2014;BN der Bronchien und der Lunge;maennlich;29536
2014;BN der Bronchien und der Lunge;weiblich;15513
2014;Melanom und sonstige boesartige Neubild. der Haut;maennlich;2239
2014;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1621
2014;Boesartiges Melanom der Haut;maennlich;1804
2014;Boesartiges Melanom der Haut;weiblich;1270
2014;BN der Brustdruese;maennlich;134
2014;BN der Brustdruese;weiblich;17670
2014;BN der Genital- und Harnorgane;maennlich;23778
2014;BN der Genital- und Harnorgane;weiblich;15660
2014;BN der Cervix uteri;maennlich;NA
2014;BN der Cervix uteri;weiblich;1506
2014;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2014;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2472
2014;BN des Ovars;maennlich;NA
2014;BN des Ovars;weiblich;5354
2014;BN der Prostata;maennlich;13704
2014;BN der Prostata;weiblich;NA
2014;BN der Niere, ausgenommen Nierenbecken;maennlich;3243
2014;BN der Niere, ausgenommen Nierenbecken;weiblich;2035
2014;BN der Harnblase;maennlich;3897
2014;BN der Harnblase;weiblich;1795
2014;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;10009
2014;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8600
2014;Leukaemie;maennlich;4168
2014;Leukaemie;weiblich;3575
2014;Gutartige Neubildungen;maennlich;267
2014;Gutartige Neubildungen;weiblich;363
2014;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;1198
2014;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1733
2014;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;12646
2014;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;16624
2014;Diabetes mellitus;maennlich;9941
2014;Diabetes mellitus;weiblich;12702
2014;Psychische und Verhaltensstoerungen;maennlich;13974
2014;Psychische und Verhaltensstoerungen;weiblich;21961
2014;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;3922
2014;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1192
2014;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;648
2014;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;171
2014;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;12650
2014;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;13238
2014;Meningitis;maennlich;64
2014;Meningitis;weiblich;60
2014;Krankheiten des Kreislaufsystems;maennlich;148538
2014;Krankheiten des Kreislaufsystems;weiblich;189518
2014;Hypertonie (Hochdruckkrankheit);maennlich;11316
2014;Hypertonie (Hochdruckkrankheit);weiblich;25872
2014;Ischaemische Herzkrankheiten;maennlich;64467
2014;Ischaemische Herzkrankheiten;weiblich;56699
2014;Akuter oder rezidivierender Myokardinfarkt;maennlich;28503
2014;Akuter oder rezidivierender Myokardinfarkt;weiblich;21601
2014;Sonstige Formen der Herzkrankheit;maennlich;31761
2014;Sonstige Formen der Herzkrankheit;weiblich;47946
2014;Sonstige Krankheiten des Endokards;maennlich;5164
2014;Sonstige Krankheiten des Endokards;weiblich;7801
2014;Zerebrovaskulaere Krankheiten;maennlich;22012
2014;Zerebrovaskulaere Krankheiten;weiblich;33220
2014;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;6132
2014;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;10621
2014;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;8256
2014;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;9621
2014;Krankheiten des Atmungssystems;maennlich;31744
2014;Krankheiten des Atmungssystems;weiblich;26860
2014;Grippe;maennlich;40
2014;Grippe;weiblich;39
2014;Pneumonie;maennlich;8474
2014;Pneumonie;weiblich;8237
2014;Chronische Krankheiten der unteren Atemwege;maennlich;16889
2014;Chronische Krankheiten der unteren Atemwege;weiblich;13109
2014;Asthma;maennlich;415
2014;Asthma;weiblich;599
2014;COVID-19, Virus nachgewiesen;maennlich;NA
2014;COVID-19, Virus nachgewiesen;weiblich;NA
2014;COVID-19, Virus nicht nachgewiesen;maennlich;NA
2014;COVID-19, Virus nicht nachgewiesen;weiblich;NA
2014;Krankheiten des Verdauungssystems;maennlich;19993
2014;Krankheiten des Verdauungssystems;weiblich;18544
2014;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1037
2014;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1216
2014;Krankheiten der Leber;maennlich;9590
2014;Krankheiten der Leber;weiblich;5154
2014;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;8973
2014;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;4554
2014;Krankheiten der Haut und der Unterhaut;maennlich;511
2014;Krankheiten der Haut und der Unterhaut;weiblich;905
2014;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;1175
2014;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;2142
2014;Chronische Polyarthritis und Arthrose;maennlich;262
2014;Chronische Polyarthritis und Arthrose;weiblich;568
2014;Krankheiten des Urogenitalsystems;maennlich;9779
2014;Krankheiten des Urogenitalsystems;weiblich;12468
2014;Krankheiten der Niere;maennlich;7441
2014;Krankheiten der Niere;weiblich;9366
2014;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
2014;Schwangerschaft, Geburt und Wochenbett;weiblich;29
2014;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;706
2014;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;531
2014;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;866
2014;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;799
2014;Angeborene Fehlbildungen des Nervensystems;maennlich;66
2014;Angeborene Fehlbildungen des Nervensystems;weiblich;64
2014;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;222
2014;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;199
2014;Symptome und abnorme klinische und Laborbefunde;maennlich;14130
2014;Symptome und abnorme klinische und Laborbefunde;weiblich;11669
2014;Ploetzlicher Kindstod;maennlich;75
2014;Ploetzlicher Kindstod;weiblich;44
2014;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;12551
2014;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;8269
2014;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;20845
2014;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;13822
2014;Unfaelle einschliesslich Spaetfolgen;maennlich;12240
2014;Unfaelle einschliesslich Spaetfolgen;weiblich;10536
2014;Transportmittelunfaelle;maennlich;2796
2014;Transportmittelunfaelle;weiblich;927
2014;Stuerze;maennlich;5363
2014;Stuerze;weiblich;6219
2014;Ertrinken und Untergehen;maennlich;287
2014;Ertrinken und Untergehen;weiblich;102
2014;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;214
2014;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;133
2014;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;476
2014;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;176
2014;Vorsaetzliche Selbstbeschaedigung;maennlich;7624
2014;Vorsaetzliche Selbstbeschaedigung;weiblich;2585
2014;Taetlicher Angriff;maennlich;174
2014;Taetlicher Angriff;weiblich;194
2014;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;788
2014;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;490
2014;Insgesamt;maennlich;422225
2014;Insgesamt;weiblich;446131
2015;Bestimmte infektioese und parasitaere Krankheiten;maennlich;9271
2015;Bestimmte infektioese und parasitaere Krankheiten;weiblich;10672
2015;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;189
2015;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;122
2015;Meningokokkeninfektion;maennlich;16
2015;Meningokokkeninfektion;weiblich;16
2015;Virushepatitis;maennlich;528
2015;Virushepatitis;weiblich;411
2015;HIV-Krankheit;maennlich;306
2015;HIV-Krankheit;weiblich;65
2015;Neubildungen;maennlich;126407
2015;Neubildungen;weiblich;107345
2015;Boesartige Neubildungen (BN);maennlich;122916
2015;Boesartige Neubildungen (BN);weiblich;103421
2015;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;4086
2015;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1378
2015;BN des Oesophagus;maennlich;4269
2015;BN des Oesophagus;weiblich;1238
2015;BN des Magens;maennlich;5429
2015;BN des Magens;weiblich;3829
2015;BN des Dickdarms;maennlich;8548
2015;BN des Dickdarms;weiblich;8124
2015;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4801
2015;BN des Rektums, des Anus und am Rektosigmoid;weiblich;3372
2015;BN der Leber, der Gallenwege und des Pankreas;maennlich;15339
2015;BN der Leber, der Gallenwege und des Pankreas;weiblich;13360
2015;BN der Leber und der intrahepatischen Gallengaenge;maennlich;5231
2015;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2611
2015;BN des Pankreas;maennlich;8497
2015;BN des Pankreas;weiblich;8659
2015;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30669
2015;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;16086
2015;BN der Bronchien und der Lunge;maennlich;29354
2015;BN der Bronchien und der Lunge;weiblich;15870
2015;Melanom und sonstige boesartige Neubild. der Haut;maennlich;2231
2015;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1637
2015;Boesartiges Melanom der Haut;maennlich;1767
2015;Boesartiges Melanom der Haut;weiblich;1287
2015;BN der Brustdruese;maennlich;159
2015;BN der Brustdruese;weiblich;18136
2015;BN der Genital- und Harnorgane;maennlich;24181
2015;BN der Genital- und Harnorgane;weiblich;16149
2015;BN der Cervix uteri;maennlich;NA
2015;BN der Cervix uteri;weiblich;1541
2015;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2015;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2602
2015;BN des Ovars;maennlich;NA
2015;BN des Ovars;weiblich;5431
2015;BN der Prostata;maennlich;13900
2015;BN der Prostata;weiblich;NA
2015;BN der Niere, ausgenommen Nierenbecken;maennlich;3306
2015;BN der Niere, ausgenommen Nierenbecken;weiblich;2106
2015;BN der Harnblase;maennlich;3963
2015;BN der Harnblase;weiblich;1872
2015;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;10266
2015;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8660
2015;Leukaemie;maennlich;4290
2015;Leukaemie;weiblich;3579
2015;Gutartige Neubildungen;maennlich;277
2015;Gutartige Neubildungen;weiblich;385
2015;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;1432
2015;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1903
2015;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;14084
2015;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;18390
2015;Diabetes mellitus;maennlich;10872
2015;Diabetes mellitus;weiblich;13529
2015;Psychische und Verhaltensstoerungen;maennlich;17263
2015;Psychische und Verhaltensstoerungen;weiblich;27327
2015;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;4231
2015;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1259
2015;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;716
2015;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;173
2015;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;14385
2015;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;14756
2015;Meningitis;maennlich;70
2015;Meningitis;weiblich;62
2015;Krankheiten des Kreislaufsystems;maennlich;157996
2015;Krankheiten des Kreislaufsystems;weiblich;198620
2015;Hypertonie (Hochdruckkrankheit);maennlich;12925
2015;Hypertonie (Hochdruckkrankheit);weiblich;28847
2015;Ischaemische Herzkrankheiten;maennlich;68464
2015;Ischaemische Herzkrankheiten;weiblich;59766
2015;Akuter oder rezidivierender Myokardinfarkt;maennlich;29016
2015;Akuter oder rezidivierender Myokardinfarkt;weiblich;21932
2015;Sonstige Formen der Herzkrankheit;maennlich;34871
2015;Sonstige Formen der Herzkrankheit;weiblich;51201
2015;Sonstige Krankheiten des Endokards;maennlich;5404
2015;Sonstige Krankheiten des Endokards;weiblich;8175
2015;Zerebrovaskulaere Krankheiten;maennlich;23398
2015;Zerebrovaskulaere Krankheiten;weiblich;33584
2015;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;5950
2015;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;9820
2015;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;7011
2015;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;8221
2015;Krankheiten des Atmungssystems;maennlich;36600
2015;Krankheiten des Atmungssystems;weiblich;31700
2015;Grippe;maennlich;343
2015;Grippe;weiblich;357
2015;Pneumonie;maennlich;10216
2015;Pneumonie;weiblich;9958
2015;Chronische Krankheiten der unteren Atemwege;maennlich;19014
2015;Chronische Krankheiten der unteren Atemwege;weiblich;15396
2015;Asthma;maennlich;394
2015;Asthma;weiblich;659
2015;COVID-19, Virus nachgewiesen;maennlich;NA
2015;COVID-19, Virus nachgewiesen;weiblich;NA
2015;COVID-19, Virus nicht nachgewiesen;maennlich;NA
2015;COVID-19, Virus nicht nachgewiesen;weiblich;NA
2015;Krankheiten des Verdauungssystems;maennlich;20689
2015;Krankheiten des Verdauungssystems;weiblich;19155
2015;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1123
2015;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1313
2015;Krankheiten der Leber;maennlich;9964
2015;Krankheiten der Leber;weiblich;5226
2015;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;9304
2015;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;4585
2015;Krankheiten der Haut und der Unterhaut;maennlich;546
2015;Krankheiten der Haut und der Unterhaut;weiblich;896
2015;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;1366
2015;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;2405
2015;Chronische Polyarthritis und Arthrose;maennlich;330
2015;Chronische Polyarthritis und Arthrose;weiblich;662
2015;Krankheiten des Urogenitalsystems;maennlich;10864
2015;Krankheiten des Urogenitalsystems;weiblich;14035
2015;Krankheiten der Niere;maennlich;8350
2015;Krankheiten der Niere;weiblich;10698
2015;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
2015;Schwangerschaft, Geburt und Wochenbett;weiblich;24
2015;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;709
2015;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;611
2015;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;931
2015;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;885
2015;Angeborene Fehlbildungen des Nervensystems;maennlich;94
2015;Angeborene Fehlbildungen des Nervensystems;weiblich;79
2015;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;225
2015;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;231
2015;Symptome und abnorme klinische und Laborbefunde;maennlich;15378
2015;Symptome und abnorme klinische und Laborbefunde;weiblich;12059
2015;Ploetzlicher Kindstod;maennlich;67
2015;Ploetzlicher Kindstod;weiblich;60
2015;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;13723
2015;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;8562
2015;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;21591
2015;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;14905
2015;Unfaelle einschliesslich Spaetfolgen;maennlich;13140
2015;Unfaelle einschliesslich Spaetfolgen;weiblich;11506
2015;Transportmittelunfaelle;maennlich;2758
2015;Transportmittelunfaelle;weiblich;930
2015;Stuerze;maennlich;6027
2015;Stuerze;weiblich;6840
2015;Ertrinken und Untergehen;maennlich;316
2015;Ertrinken und Untergehen;weiblich;128
2015;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;206
2015;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;137
2015;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;510
2015;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;190
2015;Vorsaetzliche Selbstbeschaedigung;maennlich;7397
2015;Vorsaetzliche Selbstbeschaedigung;weiblich;2681
2015;Taetlicher Angriff;maennlich;214
2015;Taetlicher Angriff;weiblich;219
2015;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;819
2015;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;494
2015;Insgesamt;maennlich;449512
2015;Insgesamt;weiblich;475688
2016;Bestimmte infektioese und parasitaere Krankheiten;maennlich;8005
2016;Bestimmte infektioese und parasitaere Krankheiten;weiblich;8994
2016;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;182
2016;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;103
2016;Meningokokkeninfektion;maennlich;11
2016;Meningokokkeninfektion;weiblich;12
2016;Virushepatitis;maennlich;442
2016;Virushepatitis;weiblich;347
2016;HIV-Krankheit;maennlich;284
2016;HIV-Krankheit;weiblich;59
2016;Neubildungen;maennlich;128826
2016;Neubildungen;weiblich;109570
2016;Boesartige Neubildungen (BN);maennlich;125128
2016;Boesartige Neubildungen (BN);weiblich;105597
2016;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;4070
2016;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1387
2016;BN des Oesophagus;maennlich;4434
2016;BN des Oesophagus;weiblich;1245
2016;BN des Magens;maennlich;5370
2016;BN des Magens;weiblich;3861
2016;BN des Dickdarms;maennlich;8539
2016;BN des Dickdarms;weiblich;8102
2016;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4760
2016;BN des Rektums, des Anus und am Rektosigmoid;weiblich;3362
2016;BN der Leber, der Gallenwege und des Pankreas;maennlich;15981
2016;BN der Leber, der Gallenwege und des Pankreas;weiblich;13782
2016;BN der Leber und der intrahepatischen Gallengaenge;maennlich;5411
2016;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2625
2016;BN des Pankreas;maennlich;9008
2016;BN des Pankreas;weiblich;9044
2016;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30571
2016;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;16708
2016;BN der Bronchien und der Lunge;maennlich;29305
2016;BN der Bronchien und der Lunge;weiblich;16471
2016;Melanom und sonstige boesartige Neubild. der Haut;maennlich;2220
2016;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1604
2016;Boesartiges Melanom der Haut;maennlich;1700
2016;Boesartiges Melanom der Haut;weiblich;1226
2016;BN der Brustdruese;maennlich;166
2016;BN der Brustdruese;weiblich;18570
2016;BN der Genital- und Harnorgane;maennlich;25024
2016;BN der Genital- und Harnorgane;weiblich;16280
2016;BN der Cervix uteri;maennlich;NA
2016;BN der Cervix uteri;weiblich;1562
2016;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2016;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2600
2016;BN des Ovars;maennlich;NA
2016;BN des Ovars;weiblich;5486
2016;BN der Prostata;maennlich;14417
2016;BN der Prostata;weiblich;NA
2016;BN der Niere, ausgenommen Nierenbecken;maennlich;3280
2016;BN der Niere, ausgenommen Nierenbecken;weiblich;2074
2016;BN der Harnblase;maennlich;4049
2016;BN der Harnblase;weiblich;1897
2016;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;10700
2016;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;9021
2016;Leukaemie;maennlich;4542
2016;Leukaemie;weiblich;3710
2016;Gutartige Neubildungen;maennlich;309
2016;Gutartige Neubildungen;weiblich;446
2016;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;1367
2016;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1851
2016;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;13839
2016;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;17410
2016;Diabetes mellitus;maennlich;10454
2016;Diabetes mellitus;weiblich;12605
2016;Psychische und Verhaltensstoerungen;maennlich;18065
2016;Psychische und Verhaltensstoerungen;weiblich;28193
2016;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;4309
2016;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1143
2016;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;670
2016;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;178
2016;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;14824
2016;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;14975
2016;Meningitis;maennlich;78
2016;Meningitis;weiblich;59
2016;Krankheiten des Kreislaufsystems;maennlich;152820
2016;Krankheiten des Kreislaufsystems;weiblich;185867
2016;Hypertonie (Hochdruckkrankheit);maennlich;12782
2016;Hypertonie (Hochdruckkrankheit);weiblich;27853
2016;Ischaemische Herzkrankheiten;maennlich;66789
2016;Ischaemische Herzkrankheiten;weiblich;55485
2016;Akuter oder rezidivierender Myokardinfarkt;maennlich;28130
2016;Akuter oder rezidivierender Myokardinfarkt;weiblich;20539
2016;Sonstige Formen der Herzkrankheit;maennlich;31731
2016;Sonstige Formen der Herzkrankheit;weiblich;45501
2016;Sonstige Krankheiten des Endokards;maennlich;5490
2016;Sonstige Krankheiten des Endokards;weiblich;8066
2016;Zerebrovaskulaere Krankheiten;maennlich;23263
2016;Zerebrovaskulaere Krankheiten;weiblich;32693
2016;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;5286
2016;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;8978
2016;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;6991
2016;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;7637
2016;Krankheiten des Atmungssystems;maennlich;34905
2016;Krankheiten des Atmungssystems;weiblich;29509
2016;Grippe;maennlich;228
2016;Grippe;weiblich;182
2016;Pneumonie;maennlich;9539
2016;Pneumonie;weiblich;9166
2016;Chronische Krankheiten der unteren Atemwege;maennlich;18264
2016;Chronische Krankheiten der unteren Atemwege;weiblich;14687
2016;Asthma;maennlich;342
2016;Asthma;weiblich;625
2016;COVID-19, Virus nachgewiesen;maennlich;NA
2016;COVID-19, Virus nachgewiesen;weiblich;NA
2016;COVID-19, Virus nicht nachgewiesen;maennlich;NA
2016;COVID-19, Virus nicht nachgewiesen;weiblich;NA
2016;Krankheiten des Verdauungssystems;maennlich;21422
2016;Krankheiten des Verdauungssystems;weiblich;19251
2016;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1135
2016;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1276
2016;Krankheiten der Leber;maennlich;10433
2016;Krankheiten der Leber;weiblich;5430
2016;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;9734
2016;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;4749
2016;Krankheiten der Haut und der Unterhaut;maennlich;592
2016;Krankheiten der Haut und der Unterhaut;weiblich;1002
2016;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;1503
2016;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;2508
2016;Chronische Polyarthritis und Arthrose;maennlich;360
2016;Chronische Polyarthritis und Arthrose;weiblich;669
2016;Krankheiten des Urogenitalsystems;maennlich;10458
2016;Krankheiten des Urogenitalsystems;weiblich;13344
2016;Krankheiten der Niere;maennlich;7959
2016;Krankheiten der Niere;weiblich;10094
2016;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
2016;Schwangerschaft, Geburt und Wochenbett;weiblich;23
2016;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;848
2016;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;653
2016;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;1039
