"Name";"Trikotnummer";"Position";"Alter";"Groesse";"Gewicht"
"Jashaun Corbin";NA;"RB";NA;182,88;100,243832
"Jeremiah Hall";NA;"RB";NA;187,96;112,490816
"Sandro Platzgummer";34;"RB";25;182,88;95,25432
"Antonio Williams";NA;"RB";24;180,34;97,52228
"Alex Bachman";81;"WR";26;182,88;86,18248
"C.J. Board";18;"WR";28;185,42;82,100152
"Robert Foster";NA;"WR";28;187,96;88,904032
"Kenny Golladay";19;"WR";28;193,04;96,615096
"Richie James";13;"WR";26;175,26;83,91452
"Collin Johnson";15;"WR";24;198,12;100,697424
"Andre Miller";NA;"WR";NA;187,96;99,79024
"Austin Proehl";NA;"WR";26;177,8;83,91452
"Wan'Dale Robinson";NA;"WR";21;180,34;83,91452
"Sterling Shepard";3;"WR";29;177,8;91,171992
"David Sills V";84;"WR";26;190,5;95,707912
"Darius Slayton";86;"WR";25;185,42;86,18248
"Travis Toivonen";13;"WR";24;193,04;96,161504
"Kadarius Toney";89;"WR";23;182,88;87,543256
"Jordan Akins";NA;"TE";30;193,04;110,222856
"Austin Allen";NA;"TE";NA;203,2;117,93392
"Daniel Bellinger";NA;"TE";21;198,12;115,66596
"Chris Myarick";NA;"TE";26;195,58;115,66596
"Ricky Seals-Jones";83;"TE";27;195,58;110,222856
"Nick Gates";65;"C";26;195,58;139,252744
"Ben Bredeson";68;"G";24;195,58;142,88148
"Jamil Douglas";NA;"G";30;193,04;144,695848
"Joshua Ezeudu";NA;"G";22;193,04;147,4174
"Jon Feliciano";76;"G";30;193,04;147,4174
"Max Garcia";72;"G";30;193,04;140,159928
"Mark Glowinski";64;"G";30;193,04;140,61352
"Shane Lemieux";66;"G";25;193,04;140,61352
"Marcus McKethan";NA;"G";23;200,66;151,95332
"Josh Rivas";NA;"G";NA;198,12;145,14944
"Korey Cunningham";79;"OT";27;198,12;141,067112
"Matt Gono";73;"OT";26;193,04;138,34556
"Devery Hamilton";62;"OT";24;205,74;140,61352
"Roy Mbaeteka";NA;"OT";NA;205,74;145,14944
"Evan Neal";NA;"OT";21;200,66;158,7572
"Matt Peart";74;"OT";24;200,66;144,242256
"Andrew Thomas";78;"OT";23;195,58;142,88148
"Ryder Anderson";NA;"DE";NA;198,12;120,655472
"Jayln Holmes";NA;"DE";26;195,58;128,366536
"Niko Lalos";57;"DE";24;195,58;122,46984
"Kayvon Thibodeaux";5;"DE";21;195,58;117,026736
"Jiald Ward";NA;"DE";28;195,58;130,180904
"Leonard Williams";9;"DE";27;195,58;136,984784
"D.J. Davidson";NA;"DT";NA;195,58;147,4174
"Jabari Ellis";NA;"DT";NA;190,5;126,098576
"Jutlin Ellis";NA;"DT";31;187,96;158,7572
"Christopher Hinton";NA;"DT";NA;193,04;140,61352
"Dexter Lawrence";97;"DT";24;193,04;155,128464
"David Moa";96;"DT";25;190,5;134,263232
"Darrian Beavers";NA;"LB";NA;193,04;115,66596
"Cam Brown";47;"LB";24;195,58;105,686936
"TJ Brunson";35;"LB";24;185,42;104,32616
"Carter Coughlin";52;"LB";24;190,5;107,047712
"Tae Crowder";48;"LB";25;190,5;106,59412
"Tomon Fox";NA;"LB";NA;190,5;117,93392
"Justin Hilliard";46;"LB";25;185,42;104,779752
"Blake Martinez";54;"LB";28;187,96;107,501304
"Mialh McFadden";NA;"LB";22;187,96;105,233344
"Azeez Ojulari";51;"LB";21;187,96;112,944408
"Quincy Roche";95;"LB";24;190,5;111,13004
"Elerson Smith";94;"LB";23;200,66;111,13004
"Oshane Ximines";53;"LB";25;193,04;115,212368
"Maurice Canady";31;"CB";28;185,42;87,543256
"Khalil Dorsey";31;"CB";24;175,26;82,100152
"Darlen Evans";NA;"CB";24;190,5;81,64656
"Codlale Flott";NA;"CB";20;185,42;74,84268
"Zyon Gilbert";NA;"CB";NA;185,42;82,553744
"Darnay Holmes";30;"CB";23;177,8;88,45044
"Adoree' Jackson";22;"CB";26;180,34;83,91452
"Michael Jacquet";34;"CB";25;187,96;91,171992
"Aaron Robinson";33;"CB";24;182,88;87,543256
"Jarren Williams";34;"CB";24;180,34;86,18248
"Rodarius Williams";25;"CB";25;182,88;87,543256
"Dael Belton";NA;"S";21;185,42;92,98636
"Henry Black";41;"S";25;182,88;92,532768
"Yusuf Corker";NA;"S";NA;182,88;89,357624
"Julian Love";20;"S";24;180,34;88,45044
"Xavier McKinney";29;"S";23;182,88;91,171992
"Trenton Thompson";NA;"S";NA;187,96;90,7184
"Graham Gano";9;"PK";35;187,96;91,625584
"Jamie Gillan";NA;"P";24;185,42;93,893544
"Casey Kreiter";58;"LS";31;185,42;113,398
"Jalen Hurts";1;"QB";23;185,42;101,151016
"Gardner Minshew";10;"QB";27;185,42;102,0582
"Reid Sinnett";7;"QB";25;193,04;99,79024
"Carson Strong";NA;"QB";NA;193,04;97,52228
"Kennedy Brooks";NA;"RB";NA;180,34;97,52228
"Kenneth Gainwell";14;"RB";23;175,26;90,7184
"Jason Huntley";32;"RB";24;175,26;87,543256
"Miles Sanders";26;"RB";25;180,34;95,707912
"Boston Scott";35;"RB";27;167,64;92,079176
"Devon Allen";13;"WR";NA;182,88;83,91452
"J.J. Arcega-Whiteside";19;"WR";25;187,96;102,0582
"A.J. Brown";NA;"WR";24;185,42;102,511792
"Deon Cain";85;"WR";25;187,96;91,625584
"Britain Covey";NA;"WR";25;172,72;77,11064
"Josh Hammond";NA;"WR";27;182,88;87,996848
"John Hightower";82;"WR";26;187,96;86,18248
"Zach Pascal";NA;"WR";27;187,96;97,068688
"Jalen Reagor";18;"WR";23;180,34;89,357624
"DeVonta Smith";6;"WR";23;182,88;77,11064
"Greg Ward";84;"WR";26;180,34;86,18248
"Quez Watkins";16;"WR";23;182,88;87,543256
"Keric Wheatfall";NA;"WR";NA;187,96;83,91452
"Grant Calcaterra";NA;"TE";NA;195,58;112,037224
"Dallas Goedert";88;"TE";27;195,58;116,119552
"Tyree Jackson";80;"TE";24;200,66;112,944408
"Richard Rodgers";81;"TE";30;193,04;116,573144
"Jack Stoll";89;"TE";24;193,04;112,037224
"Noah Togiai";83;"TE";24;193,04;110,676448
"Landon Dickerson";69;"C";23;198,12;151,046136
"Cameron Jurgens";NA;"C";22;190,5;131,54168
"Jason Kelce";62;"C";34;190,5;133,80964
"Jack Anderson";76;"G";23;193,04;142,427888
"Kayode Awosika";72;"G";23;190,5;141,520704
"William Dunkle";NA;"G";NA;195,58;149,68536
"Sua Opeta";78;"G";25;193,04;138,34556
"Isaac Seumalo";56;"G";28;193,04;137,438376
"Josh Sills";NA;"G";NA;198,12;147,4174
"Le'Raven Clark";74;"OT";29;195,58;144,695848
"Andre Dillard";77;"OT";26;195,58;142,88148
"Jack Driscoll";63;"OT";25;195,58;141,520704
"Lane Johnson";65;"OT";32;198,12;147,4174
"Jordan Mailata";68;"OT";25;203,2;165,56108
"Brett Toth";64;"OT";25;198,12;137,891968
"Jarrid Williams";NA;"OT";NA;198,12;140,61352
"Derek Barnett";96;"DE";25;190,5;117,480328
"Brandon Graham";55;"DE";34;187,96;120,20188
"Tarron Jackson";75;"DE";23;187,96;115,212368
"Matt Leo";64;"DE";30;200,66;127,00576
"Josh Sweat";94;"DE";25;195,58;120,20188
"Fletcher Cox";91;"DT";31;193,04;140,61352
"Jordan Davis";NA;"DT";22;198,12;154,22128
"Noah Elliss";NA;"DT";NA;193,04;157,396424
"Javon Hargrave";97;"DT";29;187,96;138,34556
"Marlon Tuipulotu";95;"DT";23;187,96;139,252744
"Milton Williams";93;"DT";23;190,5;131,54168
"Marvin Wilson";73;"DT";23;193,04;137,438376
"Renell Wren";NA;"DT";26;195,58;144,242256
"Shaun Bradley";54;"LB";25;185,42;108,86208
"Nakobe Dean";NA;"LB";21;182,88;102,0582
"T.J. Edwards";57;"LB";25;185,42;109,769264
"Christian Elliss";53;"LB";23;190,5;105,686936
"Ali Fayad";NA;"LB";NA;187,96;113,398
"Kyron Johnson";NA;"LB";NA;185,42;101,151016
"Patrick Johnson";48;"LB";24;187,96;112,490816
"Haason Reddick";43;"LB";27;185,42;106,59412
"JaCoby Stevens";30;"LB";23;185,42;100,697424
"Davion Taylor";52;"LB";23;185,42;104,32616
"Kyzir White";44;"LB";26;187,96;97,975872
"Josh Blackwell";NA;"CB";NA;182,88;79,3786
"James Bradberry";24;"CB";28;185,42;96,161504
"Mario Goodrich";NA;"CB";NA;182,88;86,18248
"Tay Gowan";36;"CB";24;185,42;84,368112
"Craig James";31;"CB";26;177,8;88,45044
"Avonte Maddox";29;"CB";26;175,26;83,460928
"Mac McCain III";37;"CB";24;182,88;79,3786
"Zech McPhearson";27;"CB";24;180,34;86,636072
"Jimmy Moreland";NA;"CB";26;180,34;82,553744
"Josiah Scott";33;"CB";23;175,26;83,91452
"Darius Slay";2;"CB";31;182,88;86,18248
"Kary Vincent Jr";34;"CB";23;177,8;85,728888
"Reed Blankenship";NA;"S";NA;185,42;92,532768
"Andre Chachere";21;"S";26;182,88;90,7184
"Marcus Epps";22;"S";26;182,88;89,811216
"Anthony Harris";28;"S";30;185,42;91,625584
"Jared Mayden";41;"S";23;182,88;92,98636
"K'Von Wallace";42;"S";24;180,34;92,98636
"jake Elliott";4;"PK";27;175,26;75,749864
"Arryn Siposs";5;"P";29;187,96;96,161504
"Rick Lovato";45;"LS";29;187,96;112,944408
"Taylor Heinicke";4;"QB";29;185,42;95,25432
"Sam Howell";NA;"QB";21;185,42;99,79024
"Cole Kelley";NA;"QB";NA;200,66;117,93392
"Carson Wentz";2;"QB";29;195,58;107,501304
"Alex Armah";40;"RB";28;185,42;115,66596
"Reggie Bonnafon";39;"RB";26;182,88;97,52228
"Antonio Gibson";24;"RB";23;187,96;99,79024
"J.D. McKissic";41;"RB";28;177,8;88,45044
"Jaret Patterson";32;"RB";22;172,72;88,45044
"Brian Robinson Jr";NA;"RB";23;185,42;102,0582
"Jonathan Williams";35;"RB";28;182,88;98,429464
"Dyami Brown";2;"WR";22;182,88;88,45044
"Jahan Dotson";NA;"WR";22;180,34;83,460928
"Alex Erickson";NA;"WR";29;182,88;88,45044
"Jequez Ezzard";NA;"WR";NA;175,26;86,18248
"Antonio Gandy-Golden";18;"WR";24;193,04;101,151016
"Kelvin Harmon";84;"WR";25;187,96;97,52228
"Adam Humphries";13;"WR";28;180,34;88,45044
"Kyric McGowan";NA;"WR";NA;180,34;89,811216
"Terry McLaurin";17;"WR";26;182,88;95,25432
"Marken Michel";19;"WR";28;180,34;86,636072
"Dax Milne";15;"WR";22;182,88;86,18248
"Curtis Samuel";10;"WR";25;180,34;88,45044
"Cam Sims";11;"WR";26;195,58;99,79024
"John Bates";87;"TE";24;198,12;117,480328
"Dylan Cantrell";45;"TE";27;190,5;102,511792
"Curtis Hodges";NA;"TE";NA;203,2;108,86208
"Sammis Reyes";80;"TE";26;195,58;117,93392
"Armani Rogers";NA;"TE";NA;195,58;102,0582
"Logan Thomas";82;"TE";30;198,12;113,398
"Cole Turner";NA;"TE";NA;198,12;108,86208
"Keith Ismael";60;"C";23;190,5;140,61352
"Tyler Larsen";69;"C";30;193,04;151,95332
"Chase Roullier";73;"C";28;193,04;141,520704
"Jon Toth";61;"C";28;195,58;139,706336
"Beau Benzschawel";63;"G";26;198,12;136,0776
"Shaq Calhoun";68;"G";26;190,5;140,61352
"Nolan Laufenberg";74;"G";23;190,5;141,520704
"Andrew Norwell";68;"G";30;198,12;147,4174
"Chris Paul";NA;"G";23;193,04;150,138952
"Tyrese Robinson";NA;"G";NA;190,5;146,963808
"Wes Schweitzer";71;"G";28;193,04;136,0776
"Trai Turner";NA;"G";28;190,5;142,88148
"Saahdiq Charles";77;"OT";22;193,04;146,056624
"Sam Cosmi";76;"OT";23;198,12;140,159928
"Charles Leno Jr";72;"OT";30;190,5;136,984784
"Cornelius Lucas";78;"OT";30;203,2;148,324584
"Aaron Monteiro";NA;"OT";25;198,12;142,88148
"David Bada";64;"DE";27;193,04;132,902456
"Will Bradley-King";56;"DE";24;190,5;115,212368
"Jalen Jelks";57;"DE";25;195,58;116,119552
"Efe Obada";NA;"DE";30;198,12;120,20188
"Jacub Panasiuk";NA;"DE";NA;193,04;115,66596
"Bunmi Rotimi";57;"DE";26;190,5;123,830616
"James Smith-Williams";96;"DE";24;193,04;120,20188
"Montez Sweat";90;"DE";25;198,12;118,841104
"Shaka Toney";58;"DE";24;187,96;107,954896
"Casey Toohill";95;"DE";25;195,58;115,212368
"Chase Young";99;"DE";23;195,58;119,748288
"Jonathan Allen";93;"DT";27;190,5;136,0776
"Tyler Clark";68;"DT";23;193,04;136,0776
"Phidarian Mathis";NA;"DT";24;193,04;141,520704
"Daron Payne";94;"DT";25;190,5;145,14944
"Daniel Wise";92;"DT";26;190,5;129,27372
"Jamin Davis";52;"LB";23;190,5;106,140528
"Milo Eifler";46;"LB";24;187,96;102,0582
"Ferrod Gardner";NA;"LB";NA;185,42;99,79024
"De'Jon Harris";45;"LB";24;182,88;111,13004
"Cole Holcomb";55;"LB";25;185,42;108,86208
"Khaleke Hudson";47;"LB";24;182,88;99,79024
"David Mayo";51;"LB";28;187,96;108,86208
"Tre Walker";NA;"LB";NA;185,42;106,59412
"Drew White";NA;"LB";NA;182,88;103,418976
"Will Adams";NA;"CB";NA;190,5;86,18248
"Josh Drayden";NA;"CB";NA;177,8;83,91452
"Corn Elder";37;"CB";27;177,8;83,91452
"Kendall Fuller";29;"CB";27;180,34;89,811216
"Christian Holmes";NA;"CB";24;185,42;92,98636
"William Jackson III";23;"CB";29;182,88;85,728888
"Danny Johnson";32;"CB";26;175,26;86,18248
"Bobby McCain";20;"CB";28;175,26;88,904032
"Benjamin St-Juste";25;"CB";24;190,5;90,7184
"Devin Taylor";NA;"CB";NA;185,42;90,7184
"Troy Apke";30;"S";27;185,42;92,98636
"Percy Butler";NA;"S";NA;182,88;86,18248
"De'Vante Cross";NA;"S";NA;187,96;97,52228
"Kamren Curl";31;"S";23;187,96;89,811216
"Darrick Forrest";48;"S";23;180,34;90,7184
"Jeremy Reaves";39;"S";25;180,34;90,7184
"Brian Johnson";16;"PK";23;185,42;83,91452
"Joey Slye";3;"PK";26;180,34;96,615096
"Tress Way";5;"P";32;185,42;99,79024
"Camaron Cheeseman";54;"LS";24;193,04;107,501304
"Justin Fields";1;"QB";23;190,5;103,418976
"Nathan Peterman";14;"QB";28;187,96;102,0582
"Trevor Siemian";15;"QB";30;190,5;99,79024
"Trestan Ebner";31;"RB";NA;180,34;93,439952
"Darrynton Evans";21;"RB";23;177,8;92,079176
"Khalil Herbert";24;"RB";24;175,26;96,161504
"David Montgomery";32;"RB";24;180,34;101,604608
"De'Montre Tuggle";30;"RB";NA;172,72;93,439952
"Khari Blasingame";35;"FB";25;182,88;105,686936
"Isaiah Coulter";82;"WR";23;187,96;89,811216
"Chris Finke";8;"WR";26;175,26;84,368112
"Velus Jones Jr";12;"WR";25;182,88;90,7184
"Darnell Mooney";11;"WR";24;180,34;78,471416
"David Moore";18;"WR";27;182,88;99,336648
"Dazz Newsome";83;"WR";23;177,8;83,460928
"Dante Pettis";86;"WR";26;185,42;88,45044
"Byron Pringle";13;"WR";28;185,42;92,079176
"Kevin Shaa";81;"WR";NA;177,8;75,296272
"Tajae Sharpe";88;"WR";27;187,96;87,996848
"Equanimeous St. Brown";19;"WR";25;195,58;97,068688
"Nsimba Webster";10;"WR";26;177,8;81,64656
"Chase Allen";47;"TE";NA;198,12;113,851592
"Ryan Griffin";84;"TE";32;198,12;115,66596
"Rysen John";NA;"TE";24;200,66;102,965384
"Cole Kmet";85;"TE";23;198,12;117,93392
"James O'Shaughnessy";80;"TE";30;193,04;111,13004
"Jake Tonges";46;"TE";NA;193,04;108,86208
"Doug Kramer";68;"C";23;187,96;136,0776
"Sam Mustipher";67;"C";25;187,96;150,592544
"Cody Whitehair";65;"C";29;190,5;143,335072
"Willie Wright";64;"C";26;190,5;136,0776
"Ja'Tyre Carter";69;"G";NA;195,58;141,067112
"Dakota Dozier";78;"G";31;193,04;141,520704
"Dieter Eiselen";60;"G";25;193,04;145,14944
"Lucas Patrick";62;"G";28;190,5;141,974296
"Larry Borom";75;"OT";23;195,58;151,046136
"Shon Coleman";NA;"OT";30;198,12;140,61352
"Julie'n Davenport";71;"OT";27;200,66;142,88148
"Teven Jenkins";76;"OT";24;198,12;145,603032
"Braxton Jones";70;"OT";NA;195,58;140,61352
"Lachavious Simmons";73;"OT";25;195,58;144,695848
"Zachary Thomas";74;"OT";24;195,58;139,706336
"Angelo Blackson";90;"DE";29;193,04;142,88148
"Mario Edwards Jr";97;"DE";28;190,5;125,644984
"LaCale London";63;"DE";24;195,58;143,335072
"Al-Quadin Muhammad";55;"DE";27;190,5;113,398
"Dominique Robinson";91;"DE";NA;195,58;114,758776
"Carson Taylor";59;"DE";NA;190,5;109,315672
"Auzoyah Alufohai";79;"DT";25;193,04;145,14944
"Jean Delance";79;"DT";NA;195,58;161,932344
"Micah Dew-Treadway";98;"DT";NA;193,04;139,706336
"Justin Jones";93;"DT";25;190,5;140,159928
"Khyiris Tonga";95;"DT";25;193,04;153,314096
"Matthew Adams";44;"LB";26;182,88;104,32616
"Christian Albright";43;"LB";NA;187,96;108,408488
"Jeremiah Attaochu";50;"LB";29;190,5;118,841104
"C.J. Avery";47;"LB";NA;182,88;104,32616
"Noah Dawkins";38;"LB";24;185,42;106,59412
"Trevis Gipson";99;"LB";24;193,04;119,294696
"Caleb Johnson";92;"LB";23;187,96;102,965384
"Sam Kamara";46;"LB";24;187,96;130,634496
"Nicholas Morrow";53;"LB";26;182,88;97,975872
"Robert Quinn";94;"LB";32;193,04;111,13004
"Jack Sanborn";57;"LB";NA;187,96;106,140528
"Roquan Smith";58;"LB";25;185,42;105,233344
"Charles Snowden";49;"LB";24;200,66;111,13004
"Joe Thomas";45;"LB";31;185,42;102,965384
"Dane Cruikshank";29;"CB";27;185,42;94,800728
"Kyler Gordon";6;"CB";22;182,88;90,7184
"Thomas Graham Jr";27;"CB";22;180,34;89,357624
"Allie Green IV";31;"CB";23;190,5;132,902456
"Lamar Jackson";23;"CB";24;187,96;94,347136
"Jaylon Johnson";33;"CB";23;182,88;88,904032
"Jaylon Jones";35;"CB";NA;180,34;86,18248
"Michael Joseph";30;"CB";27;182,88;87,996848
"BoPete Keyes";26;"CB";24;185,42;91,625584
"Duke Shelley";20;"CB";25;175,26;79,832192
"Greg Stroman";39;"CB";26;180,34;81,64656
"Kindle Vildor";22;"CB";24;180,34;85,728888
"Tavon Young";25;"CB";28;175,26;80,285784
"Jonathan Alexander";16;"S";NA;187,96;98,429464
"Jaquan Brisker";9;"S";23;185,42;90,7184
"Elijah Hicks";37;"S";22;180,34;90,7184
"DeAndre Houston-Carson";36;"S";29;182,88;91,625584
"Eddie Jackson";4;"S";28;182,88;93,439952
"A.J. Thomas";21;"S";NA;187,96;97,068688
"Cairo Santos";2;"PK";30;172,72;79,3786
"Trenton Gill";16;"P";NA;193,04;99,336648
"Antonio Ortiz";43;"LS";NA;193,04;112,037224
"Patrick Scales";48;"LS";34;190,5;102,511792
"David Blough";10;"QB";26;185,42;92,98636
"Tim Boyle";12;"QB";27;193,04;102,965384
"Jared Goff";16;"QB";27;193,04;98,429464
"Greg Bell";NA;"RB";NA;182,88;90,7184
"Godwin Igwebuike";35;"RB";27;182,88;96,161504
"Jermar Jefferson";28;"RB";22;177,8;96,161504
"Craig Reynolds";46;"RB";25;180,34;102,0582
"D'Andre Swift";32;"RB";23;175,26;95,707912
"Jamaal Williams";30;"RB";27;182,88;101,604608
"Jason Cabinda";45;"FB";26;185,42;108,86208
"Trinity Benson";17;"WR";25;182,88;81,64656
"Quintez Cephus";87;"WR";24;185,42;94,347136
"DJ Chark Jr";17;"WR";25;193,04;89,811216
"Josh Johnson";NA;"WR";NA;180,34;77,564232
"Tom Kennedy";85;"WR";25;177,8;88,45044
"Kalil Pimpleton";NA;"WR";NA;175,26;79,3786
"Kalif Raymond";11;"WR";27;172,72;82,553744
"Josh Reynolds";8;"WR";27;190,5;87,089664
"Amon-Ra St. Brown";14;"WR";22;182,88;89,357624
"Corey Sutton";NA;"WR";24;190,5;92,98636
"Jameson Williams";NA;"WR";21;187,96;85,728888
"Derrick Deese Jr";NA;"TE";NA;193,04;106,59412
"Nolan Givan";NA;"TE";NA;190,5;117,93392
"Garrett Griffin";NA;"TE";28;193,04;108,86208
"T.J. Hockenson";88;"TE";24;195,58;112,490816
"James Mitchell";NA;"TE";NA;190,5;109,769264
"Jordan Thomas";NA;"TE";25;195,58;127,00576
"Brock Wright";89;"TE";23;195,58;117,480328
"Shane Zylstra";84;"TE";25;193,04;107,501304
"Evan Brown";63;"C";25;190,5;145,14944
"Ryan McCollum";74;"C";24;195,58;136,0776
"Frank Ragnow";77;"C";26;195,58;141,067112
"Jonah Jackson";73;"G";25;193,04;139,706336
"Kevin Jarvis";NA;"G";NA;198,12;147,4174
"Tommy Kraemer";78;"G";24;198,12;144,695848
"Zein Obeid";NA;"G";NA;195,58;137,438376
"Logan Stenberg";71;"G";25;198,12;142,88148
"Halapoulivaati Vaitai";72;"G";28;198,12;147,4174
"Logan Harris";NA;"OL";NA;190,5;140,61352
"Taylor Decker";68;"OT";27;200,66;146,963808
"Obinna Eze";NA;"OT";NA;203,2;151,499728
"Matt Nelson";67;"OT";26;200,66;143,335072
"Penei Sewell";58;"OT";21;195,58;150,138952
"Dan Skipper";70;"OT";27;205,74;149,68536
"Eric Banks";94;"DE";24;195,58;124,284208
"Michael Brockers";91;"DE";31;195,58;134,716824
"John Cominsky";NA;"DE";26;195,58;129,27372
"Jashon Cornell";96;"DE";25;190,5;134,716824
"Bruce Hector";76;"DE";27;187,96;134,263232
"Aidan Hutchinson";NA;"DE";21;198,12;120,20188
"Levi Onwuzurike";75;"DE";24;190,5;133,80964
"Josh Paschal";NA;"DE";22;190,5;126,098576
"Demetrius Taylor";NA;"DE";23;185,42;131,54168
"Alim McNeill";54;"DT";22;187,96;149,68536
"John Penisini";98;"DT";25;187,96;151,95332
"Alex Anzalone";34;"LB";27;190,5;107,501304
"Derrick Barnes";55;"LB";23;182,88;107,954896
"Chris Board";49;"LB";26;187,96;103,872568
"Austin Bryant";2;"LB";25;195,58;117,93392
"Jarrad Davis";52;"LB";27;185,42;111,13004
"Shaun Dion Hamilton";50;"LB";26;182,88;106,59412
"Charles Harris";53;"LB";27;190,5;114,305184
"James Houston";NA;"LB";NA;185,42;102,0582
"Julian Okwara";99;"LB";24;193,04;111,13004
"Romeo Okwara";95;"LB";26;193,04;115,66596
"Natrez Patrick";NA;"LB";24;190,5;109,769264
"Anthony Pittman";57;"LB";25;190,5;108,86208
"Malcolm Rodriguez";NA;"LB";23;180,34;102,0582
"Josh Woods";51;"LB";25;185,42;92,532768
"Cedric Boswell";NA;"CB";NA;180,34;82,100152
"Mark Gilbert";40;"CB";25;182,88;79,3786
"Mike Hughes";21;"CB";25;177,8;84,368112
"Jerry Jacobs";39;"CB";24;180,34;92,079176
"Chase Lucas";NA;"CB";NA;182,88;83,91452
"Ifeatu Melifonwu";26;"CB";23;190,5;95,25432
"Jeff Okudah";23;"CB";23;185,42;91,625584
"Amani Oruwariye";24;"CB";26;187,96;92,98636
"AJ Parker";41;"CB";24;180,34;80,739376
"Bobby Price";27;"CB";24;190,5;94,347136
"Saivion Smith";19;"CB";24;185,42;90,7184
"Jermaine Waller";NA;"CB";NA;185,42;81,64656
"Brady Breeze";15;"S";24;182,88;88,904032
"DeShon Elliott";NA;"S";25;185,42;95,25432
"Will Harris";25;"S";26;185,42;93,439952
"JuJu Hughes";23;"S";23;180,34;85,275296
"Kerby Joseph";NA;"S";21;185,42;90,7184
"C.J. Moore";38;"S";26;180,34;89,357624
"Tracy Walker III";21;"S";27;185,42;93,439952
"Riley Patterson";6;"PK";22;182,88;86,18248
"Austin Seibert";4;"PK";25;175,26;95,707912
"Jack Fox";3;"P";25;187,96;97,52228
"Scott Daly";47;"LS";28;185,42;111,13004
"Kurt Benkert";6;"QB";26;190,5;98,883056
"Danny Etling";9;"QB";27;190,5;99,79024
"Jordan Love";10;"QB";23;193,04;99,336648
"Aaron Rodgers";12;"QB";38;187,96;102,0582
"B.J. Baylor";NA;"RB";NA;180,34;92,98636
"AJ Dillon";28;"RB";24;182,88;112,037224
"Tyler Goodson";NA;"RB";NA;177,8;90,264808
"Kylin Hill";32;"RB";23;177,8;97,068688
"Aaron Jones";33;"RB";27;175,26;94,347136
"Patrick Taylor";27;"RB";24;187,96;98,429464
"Kerrith Whyte";34;"RB";25;177,8;92,532768
"Randall Cobb";18;"WR";31;177,8;88,45044
"Danny Davis III";NA;"WR";NA;182,88;88,904032
"Romeo Doubs";NA;"WR";NA;187,96;90,7184
"Rico Gafford";80;"WR";26;177,8;83,460928
"Allen Lazard";13;"WR";26;195,58;102,965384
"Amari Rodgers";8;"WR";22;175,26;96,161504
"Malik Taylor";86;"WR";26;185,42;99,79024
"Samori Toure";NA;"WR";24;190,5;86,18248
"Anthony Turner";NA;"WR";NA;193,04;100,243832
"Sammy Watkins";NA;"WR";28;185,42;95,707912
"Christian Watson";9;"WR";23;195,58;94,347136
"Juwann Winfree";88;"WR";25;185,42;95,25432
"Dominique Dafney";49;"TE";24;187,96;110,222856
"Tyler Davis";84;"TE";25;193,04;114,305184
"Josiah Deguara";81;"TE";25;187,96;107,954896
"Marcedes Lewis";89;"TE";38;198,12;121,109064
"Alize Mack";NA;"TE";25;193,04;112,944408
"Robert Tonyan";85;"TE";28;195,58;107,501304
"Eli Wolf";NA;"TE";25;193,04;107,954896
"Jake Hanson";67;"C";25;193,04;134,263232
"Michal Menet";65;"C";24;193,04;136,531192
"Josh Myers";71;"C";23;195,58;140,61352
"Elgton Jenkins";74;"G";26;195,58;141,067112
"Royce Newman";70;"G";24;195,58;140,61352
"Sean Rhyan";NA;"G";21;195,58;145,14944
"Jon Runyan";76;"G";24;193,04;139,252744
"Cole Schneider";NA;"G";NA;193,04;142,88148
"Zach Tom";NA;"G";NA;195,58;133,80964
"David Bakhtiari";69;"OT";30;193,04;140,61352
"Caleb Jones";NA;"OT";NA;203,2;164,200304
"George Moore";NA;"OT";NA;198,12;146,963808
"Yosh Nijman";73;"OT";26;200,66;142,427888
"Cole Van Lanen";78;"OT";24;193,04;138,34556
"Rasheed Walker";NA;"OT";22;198,12;147,4174
"Abdullah Anderson";98;"DE";26;190,5;137,438376
"Dean Lowry";94;"DE";27;198,12;134,263232
"Akial Byers";NA;"DT";NA;190,5;130,634496
"Kenny Clark";97;"DT";26;190,5;142,427888
"Jonathan Ford";NA;"DT";NA;195,58;142,88148
"Jack Heflin";90;"DT";24;190,5;137,891968
"Hauati Pututau";NA;"DT";NA;190,5;140,159928
"Jarran Reed";NA;"DT";29;190,5;141,974296
"T.J. Slaton";93;"DT";24;193,04;149,68536
"Chris Slayton";NA;"DT";25;193,04;143,335072
"Devonte Wyatt";95;"DT";24;190,5;142,88148
"Krys Barnes";51;"LB";24;187,96;103,872568
"Caliph Brice";NA;"LB";NA;187,96;105,686936
"Ellis Brooks";NA;"LB";NA;185,42;109,315672
"De'Vondre Campbell";59;"LB";28;190,5;105,233344
"Kingsley Enagbare";NA;"LB";22;193,04;120,20188
"Tipa Galeai";40;"LB";25;195,58;103,872568
"Jonathan Garvin";53;"LB";22;193,04;116,573144
"Rashan Gary";52;"LB";24;195,58;125,644984
"LaDarius Hamilton";54;"LB";24;187,96;118,387512
"Kobe Jones";NA;"LB";24;193,04;117,93392
"Peter Kalambayi";NA;"LB";26;190,5;115,212368
"Chauncey Manac";NA;"LB";NA;190,5;113,851592
"Isaiah McDuffie";58;"LB";22;185,42;102,965384
"Randy Ramsey";56;"LB";26;190,5;107,954896
